대출일자,대출기한,대출유형,반납일자,연체일수,소속,신분,변동,학년,등록번호,서명,저자,출판사,청구기호
2024-10-15 12:44:42,2024-10-22,일반,2024-10-29 10:20:24,0,전기전자공학과,학생,휴직(학),,EM077003,(최준식 교수의 삶과 죽음 이야기)죽음학 개론  ,최준식,"모시는사람들,", 001.3최77ㅈv.1
2024-10-15 12:44:42,2024-10-22,일반,2024-10-29 10:20:24,0,전기전자공학과,학생,휴직(학),,EM076490,"(문학동네)세계문학전집  .78,몰락하는 자",문학동네,"문학동네,", 808문91ㅁv.78
2024-10-15 12:58:07,2024-10-22,일반,2024-10-21 16:14:01,0,전기전자공학과,학생,퇴직(졸업),,EM084278,(E90-2)전기산업기사 실기:본문+최근 20개년 기출문제 ,이국희,"엔트미디어,", 560.76이17ㅈ
2024-10-15 13:40:48,2024-10-22,일반,2024-10-15 13:41:12,0,전기전자공학과,학생,퇴직(졸업),,EM082084,다른 생각의 탄생 :온전한 나를 위한 세상 모든 책과의 대화  ,장동석,"현암사,", 029.1장225ㄷ
2024-10-15 13:41:32,2024-10-22,일반,2024-10-22,0,전기전자공학과,학생,퇴직(졸업),,EM082084,다른 생각의 탄생 :온전한 나를 위한 세상 모든 책과의 대화  ,장동석,"현암사,", 029.1장225ㄷ
2024-10-15 13:42:02,2024-10-22,일반,2024-10-17 12:12:25,0,전기전자공학과,학생,재직(학),,EM085496,이것이 MySQL이다:MySQL 설치부터 PHP 연동까지 한번에! ,우재남,"한빛미디어,", 005.138우72ㅇ
2024-10-15 13:50:43,2024-10-22,일반,2024-10-23,1,전기전자공학과,학생,재직(학),,EM087601,고졸·전문대졸 생산직·기술직 :인적성검사 필기시험  ,SD적성검사연구소,"시대고시기획,", 325.337에437고
2024-10-15 15:07:18,2024-10-22,일반,2024-10-22 14:24:57,0,스마트전기전자공학과,학생,재직(학),,EM088280,2023 전기공사산업기사 실기 단답형 문제집 :22년 11월 KEC 개정안을 반영한 전기공사산업기사 단답형 기출문제 389선  ,김상훈,"윤조,", 560.77김512
2024-10-15 15:16:32,2024-10-22,일반,2024-10-30,8,기계공학과,학생,퇴직(졸업),,EM087071,"가스 기사&산업기사:필답형 동영상 실기시험 대비 ,실기",서상희,"일진사,", 575.7076서51ㄱ
2024-10-15 15:16:33,2024-10-22,일반,2024-10-30,8,기계공학과,학생,퇴직(졸업),,EM087076,(나합격)가스산업기사:필기x실기x무료동영상 .2:실기 이론+기출(필답형+작업형),이윤기,"삼원북스,", 575.7077이67ㄱv.2
2024-10-15 15:47:50,2024-10-22,일반,2024-10-27,5,스마트소프트웨어학과,학생,재직(학),,EM088871,음모론이란 무엇인가 ,"셔머, 마이클","바다,", 001.4셔33ㅇKㅇ
2024-10-15 16:45:06,2024-10-22,일반,2024-10-30,1,전기전자공학과,학생,퇴직(졸업),,EM073810,(2012) 전기기기 :전기기사시리즈3  ,검정연구회,"동일출판사,", 562.076검73ㅈ
2024-10-16 11:09:21,2024-10-23,일반,2024-10-30,7,전기전자공학과,학생,재직(학),,EM073811,(2012) 전기기기 :전기기사시리즈3  ,검정연구회,"동일출판사,", 562.076검73ㅈc.2
2024-10-16 11:29:25,2024-10-23,일반,2024-10-25 17:27:43,0,전기전자공학과,학생,퇴직(졸업),,EM088279,전기공사산업기사 실기 :과년도 문제  ,엔트미디어.,"엔트미디어,", 560.77엔838ㅈ
2024-10-16 12:18:34,2024-10-23,일반,2024-10-23 10:47:41,0,전기전자공학과,학생,재직(학),,EM032863,전기기기  ,검정연구회,"동일출판사,", 562.076검73ㅈ
2024-10-17 09:45:57,2024-10-24,일반,2024-10-30 11:27:20,6,기계공학과,학생,재직(학),,EM089038,기초 유체역학  ,강현민,"진샘미디어,", 422강94ㄱ
2024-10-17 12:14:47,2024-10-24,일반,2024-11-06,13,스마트소프트웨어학과(심화),학생,퇴직(졸업),,EM089049,문제로 배우는 소프트웨어 테스팅 .2,김선준,"STA테스팅컨설팅,", 005.14김53ㅁ
2024-10-17 12:23:42,2024-10-24,일반,2024-10-21 17:04:08,0,전기전자공학과,학생,재직(학),,EM085875,모두의 인공지능 기초 수학:누구나 쉽게 시작하는 인공지능 수학 ,서지영,"길벗,", 004.73서79ㅁ
2024-10-17 13:35:38,2024-10-24,일반,2024-10-23,0,전기전자공학과,학생,퇴직(졸업),,EM088144,2023 에듀윌 산업안전산업기사 :실기  ,최창률 (지은이),"Eduwill(에듀윌),", 530.98077최811ㅇ
2024-10-17 15:27:18,2024-10-24,일반,2024-10-30 15:10:01,0,전기전자공학과,학생,재직(학),,EM088335,(참! 쉬움 이론부터 기출문제까지 한 권으로 끝내는) 전기자기학 :알기 쉬운 기본이론 + 상세한 기출문제 해설  ,오우진,"BM성안당,", 427.077오67ㅈv.1
2024-10-17 15:40:04,2024-10-24,일반,2024-10-27,3,전기전자공학과,학생,퇴직(졸업),,EM089054,(처음 배우는) 반도체 :기초부터 제대로 이해하기  ,"기쿠치 마사노리,","북스힐,", 569.4기827ㅂc.2
2024-10-17 16:41:20,2024-10-24,일반,2024-12-19,56,기계공학과,학생,재직(학),,EM088841,AI 인공지능 자율주행 자동차 :만들기+데이터 수집·학습+딥러닝 with 라즈베리파이  ,장문철,"앤써북,", 556장37a
2024-10-18 12:58:06,2024-11-04,일반,2024-11-18,0,산학협력단,직원,퇴직(졸업),,EM088608,아주 희미한 빛으로도 :최은영 소설  ,"최은영,","문학동네,", 813.7최68ㅇ
2024-10-18 12:58:07,2024-11-04,일반,2024-11-18,0,산학협력단,직원,퇴직(졸업),,EM080599,(제15회) 황순원 문학상 수상작품집 .제15회(2015) ,한강,중앙일보 문예중앙 :, 813.608중61ㅎv.2015
2024-10-18 13:35:14,2024-10-25,일반,2024-10-25 15:59:26,0,스마트전기전자공학과,학생,퇴직(졸업),,EM088090,(2023 최신판)에듀윌 취업 LG그룹 온라인 인적성검사 통합 기본서 ,에듀윌 취업연구소,"에듀윌,", 325.337에227에
2024-10-18 16:07:01,2024-10-25,일반,2024-10-24 13:33:20,0,기계공학과,학생,퇴직(졸업),,EM081875,현대오일뱅크 :필기전형  ,취업적성연구소,"서원각,", 325.337취63ㅎ
2024-10-18 16:58:32,2024-10-25,일반,2024-10-27,0,전기전자공학과,학생,재직(학),,EM088058,(2023) PAT 포스코그룹 :인적성검사 통합 기본서  ,에듀윌.,"에듀윌,", 325.337에227p
2024-10-18 17:29:29,2024-10-25,일반,2024-10-29 11:44:37,4,전기전자공학과,학생,재직(학),,EM088374,(속전속결)전기자기학 :전기(산업)기사  ,다산에듀.,"다산에듀,", 561.1077다51ㅈv.2
2024-10-21 10:10:42,2024-10-28,일반,2024-10-28 11:46:45,0,스마트기계공학과,학생,재직(학),,EM085940,스켑틱:회의주의자의 사고법 ,"셔머, 마이클","바다,", 404셔33ㅅKㅇ
2024-10-21 10:10:42,2024-10-28,일반,2024-10-28 11:46:40,0,스마트기계공학과,학생,재직(학),,EM087030,(2022)위험물기능사:필기+실기+무료동영상 .[1],박진원,"구민사,", 530.98077박79ㅇv.1
2024-10-21 13:22:49,2024-10-28,일반,2024-11-01 16:48:17,0,스마트전기전자공학과,학생,재직(학),,EM073569,악의 교전  .1 ,기시 유스케,"느낌이 있는 책,", 833.6기59ㅇKㅎv.1
2024-10-21 13:43:44,2024-10-28,일반,2024-10-28 09:34:51,0,스마트소프트웨어학과,학생,휴직(학),,EM088307,쉽게 배우는 자료구조 with 자바  ,"문병로,","한빛아카데미,", 005.73문44ㅅc.2
2024-10-21 15:57:39,2024-10-28,일반,2024-12-19 10:03:45,52,전기전자공학과,학생,재직(학),,EM087305,"어른의 재미:버릴 건 체면, 잡을 건 균형 ",진영호,"클레이하우스,", 325.211진64ㅇ
2024-10-22 11:05:43,2024-10-29,일반,2024-10-27,0,스마트소프트웨어학과,학생,재직(학),,EM087698,(10일 만에 끝내는) 해커스 토익 스피킹 스타트  ,"Cho, David,","해커스 어학연구소,", 740.77조223ㅎ
2024-10-22 13:53:12,2024-10-29,일반,2024-10-23 15:52:54,0,스마트전기전자공학과,학생,재직(학),,EM088003,초속 5센티미터  ,"신카이 마코토,","대원씨아이,", 833.6신821ㅊ
2024-10-22 16:22:04,2024-10-29,일반,2024-10-25 17:01:00,0,전기전자공학과,학생,퇴직(졸업),,EM089053,(처음 배우는) 반도체 :기초부터 제대로 이해하기  ,"기쿠치 마사노리,","북스힐,", 569.4기827ㅂ
2024-10-22 16:22:05,2024-10-29,일반,2024-10-25 17:01:00,0,전기전자공학과,학생,퇴직(졸업),,EM089062,현대 반도체 소자 공학  ,"후정밍,","한빛아카데미,", 569.4후73ㅎ
2024-10-22 17:41:51,2024-10-29,일반,2024-11-04 11:57:17,0,전기전자공학과,학생,퇴직(졸업),,EM084120,(2019 강은정의 취업 컨설팅) 마인드맵 자기소개서 면접대본 :블라인드 채용 자소서·면접대본의 완성  ,강은정,"Gosinet(고시넷),", 325.337강68ㅁ
2024-10-22 17:42:31,2024-10-29,일반,2024-11-04 11:57:17,0,전기전자공학과,학생,퇴직(졸업),,EM088498,(고시넷 대기업) 포스코 생산기술직 온라인 인적성검사 :최신 기출유형 모의고사  ,고시넷.,"Gosinet(고시넷),", 325.337고59ㅍ
2024-10-23 10:44:35,2024-10-30,일반,2024-10-29 14:54:49,0,전기전자공학과,학생,퇴직(졸업),,EM078418,일상 .6 ,아라이 케이이치,"대원씨아이,",CM833.6아231ㅇKㄱv.6
2024-10-23 10:44:35,2024-10-30,일반,2024-10-29 14:54:50,0,전기전자공학과,학생,퇴직(졸업),,EM071323,일상 .5 ,아라이 케이이치,"대원씨아이,", CM833.6아231ㅇKㄱv.5
2024-10-23 10:45:18,2024-10-30,일반,2024-10-29 14:54:50,0,전기전자공학과,학생,퇴직(졸업),,EM071322,일상 .4 ,아라이 케이이치,"대원씨아이,", CM833.6아231ㅇKㄱv.4
2024-10-23 11:00:34,2024-10-30,일반,2024-10-30,0,전기전자공학과,학생,재직(학),,EM032863,전기기기  ,검정연구회,"동일출판사,", 562.076검73ㅈ
2024-10-23 12:07:16,2024-10-30,일반,2024-10-29 13:52:28,0,기계공학과,학생,재직(학),,EM070278,말테의 수기  ,"릴케, 라이너 마리아",웅진씽크빅 :, 853릴823ㅁKㄱ
2024-10-23 14:28:50,2024-10-30,일반,2024-11-06 14:48:11,0,전기전자공학과,학생,휴직(학),,EM089070,달러 전쟁 :세계경제를 뒤흔든 달러의 설계자들과 미국의 시나리오  ,"Mohsin, Saleha","위즈덤하우스,", 327.2M699달
2024-10-23 16:22:39,2024-10-30,일반,2025-01-09,71,기계공학과,학생,재직(학),,EM082746,현대오일뱅크 :필기전형  ,서원각.,"서원각,", 325.337서67ㅎv.2018
2024-10-23 17:49:02,2024-10-30,일반,2024-11-06,0,스마트전기전자공학과,학생,재직(학),,EM088002,언어의 정원  ,"신카이 마코토,","대원씨아이,", 833.6신821ㅇ
2024-10-24 12:43:20,2024-10-31,일반,2024-11-08 17:06:33,8,기계공학과,학생,퇴직(졸업),,EM088327,2024 고시넷 대기업 포스코그룹 온라인 인적성검사:최신기출유형 모의고사 5회 ,고시넷 NCS 연구소,"Gosinet(고시넷),", 325.337고592
2024-10-24 13:33:32,2024-10-31,일반,2024-10-24 13:34:20,0,기계공학과,학생,퇴직(졸업),,EM081875,현대오일뱅크 :필기전형  ,취업적성연구소,"서원각,", 325.337취63ㅎ
2024-10-24 13:34:24,2024-10-31,일반,2024-11-05 13:39:26,0,기계공학과,학생,퇴직(졸업),,EM081875,현대오일뱅크 :필기전형  ,취업적성연구소,"서원각,", 325.337취63ㅎ
2024-10-24 14:46:11,2024-10-31,일반,2024-11-08 12:59:57,8,기계공학과,학생,퇴직(졸업),,EM088320,PAT 포스코그룹 :필기전형(인적성검사+상식)  ,서원각.,"서원각,", 325.337서67p
2024-10-24 14:46:11,2024-10-31,일반,2024-11-08 12:59:58,8,기계공학과,학생,퇴직(졸업),,EM088500,(고시넷 대기업) 포스코 생산기술직 온라인 인적성검사 :최신 기출유형 모의고사  ,고시넷.,"Gosinet(고시넷),", 325.337고59ㅍc.3
2024-10-24 15:20:18,2024-11-08,일반,2024-11-29 09:26:48,0,사무처,직원,재직(학),,EM089072,화녕가(歌) :이영희 장편소설  ,이영희,"델피노,", 813.7이64ㅎ
2024-10-24 15:20:19,2024-11-08,일반,2024-11-29 09:26:47,0,사무처,직원,재직(학),,EM089073,당신의 그림자 안에서 빛나게 하소서 :기도는 하늘에 올리는 시 시는 땅에 드리는 기도  ,이병률,"달(달 출판사),", 811.62이44ㄷ
2024-10-25 13:20:52,2024-11-01,일반,2024-11-04 12:55:12,0,스마트기계공학과,학생,재직(학),,EM071120,(국가공인) PC정비사 1·2급 필기 실전대비  ,PC정비사 분과위원회,"아신21닷컴,", 566.076P348p
2024-10-25 16:48:38,2024-12-24,일반,2024-10-30,0,스마트전기전자공학과,교원(전임),재직(학),,EM081020,채식주의자 :한강 연작소설  ,한강,창비 :, 813.6한11ㅊ
2024-10-25 17:30:21,2024-11-01,일반,2024-10-31 14:06:19,0,전기전자공학과,학생,재직(학),,EM083841,죽은 자들의 포도주  ,"가리, 로맹,","마음산책,", 863가239ㅈKㅈ
2024-10-25 17:30:22,2024-11-01,일반,2024-10-31 14:06:20,0,전기전자공학과,학생,재직(학),,EM085456,내 삶의 의미는 무엇인가:『죽음의 수용소에서』빅터 프랭클과의 대화 ,이시형,"특별한서재,", 186.5이59ㄴ
2024-10-25 17:30:22,2024-11-01,일반,2024-10-31 14:06:20,0,전기전자공학과,학생,재직(학),,EM074187,이슬람 문명  ,정수일,"창작과비평사,", 918정57ㅇc.2
2024-10-25 17:30:23,2024-11-01,일반,2024-10-31 14:06:21,0,전기전자공학과,학생,재직(학),,EM087916,달팽이 식당:오가와 이토 장편소설 ,오가와 이토,RHK:, 833.6오11ㄷKㄱ
2024-10-25 17:30:23,2024-11-01,일반,2024-10-31 14:06:21,0,전기전자공학과,학생,재직(학),,EM083346,"(처음 읽는)일본사:덴노, 무사, 상인의 삼중주, 일본 ",전국역사교사모임,"휴머니스트,", 913전17ㅇ
2024-10-25 17:31:25,2024-11-01,일반,2024-10-31 14:05:26,0,전기전자공학과,학생,퇴직(졸업),,EM075225,레 미제라블  3,"위고, 빅토르","민음사,", 863위15ㄹKㅈv.3
2024-10-25 17:31:25,2024-11-01,일반,2024-10-31 14:05:26,0,전기전자공학과,학생,퇴직(졸업),,EM075224,레 미제라블  2,"위고, 빅토르","민음사,", 863위15ㄹKㅈv.2
2024-10-25 17:31:25,2024-11-01,일반,2024-10-31 14:06:09,0,전기전자공학과,학생,퇴직(졸업),,EM075223,레 미제라블  1,"위고, 빅토르","민음사,", 863위15ㄹKㅈv.1
2024-10-25 17:31:26,2024-11-01,일반,2024-10-31 14:05:26,0,전기전자공학과,학생,퇴직(졸업),,EM075227,레 미제라블  5,"위고, 빅토르","민음사,", 863위15ㄹKㅈv.5
2024-10-25 17:31:40,2024-11-01,일반,2024-10-31 14:05:25,0,전기전자공학과,학생,퇴직(졸업),,EM075226,레 미제라블  4,"위고, 빅토르","민음사,", 863위15ㄹKㅈv.4
2024-10-28 09:35:03,2024-11-04,일반,2024-10-29 12:40:25,0,스마트소프트웨어학과,학생,휴직(학),,EM088307,쉽게 배우는 자료구조 with 자바  ,"문병로,","한빛아카데미,", 005.73문44ㅅc.2
2024-10-28 11:47:02,2024-11-04,일반,2024-11-04 14:10:30,0,스마트기계공학과,학생,재직(학),,EM087030,(2022)위험물기능사:필기+실기+무료동영상 .[1],박진원,"구민사,", 530.98077박79ㅇv.1
2024-10-28 16:33:45,2024-11-04,일반,2024-11-04 09:56:10,0,스마트전기전자공학과,학생,재직(학),,EM079783,제로 투 원:스탠퍼드대학교 스타트업 최고 명강의 ,"틸, 피터","한국경제신문,", 325.1틸84ㅈKㅇ
2024-10-28 17:07:39,2024-11-12,일반,2024-12-19,24,기타,기타,재직(학),,EM054029,食客 .1 :맛의 시작 ,허영만,"김영사,", CM594.5허64ㅅv.1
2024-10-28 17:07:39,2024-11-12,일반,2024-12-19,24,기타,기타,재직(학),,EM054104,"食客 .3 ,소고기 전쟁 ",허영만,"김영사,", CM594.5허64ㅅv.3
2024-10-28 17:07:40,2024-11-12,일반,2024-12-19,24,기타,기타,재직(학),,EM056392,"食客 .4 ,잊을 수 없는 맛 ",허영만,"김영사,", CM594.5허64ㅅv.4
2024-10-28 17:07:40,2024-11-12,일반,2024-12-19,24,기타,기타,재직(학),,EM054030,"食客 .2 ,진수성찬을 차려라 ",허영만,"김영사,", CM594.5허64ㅅv.2
2024-10-28 17:07:41,2024-11-12,일반,2024-12-19,24,기타,기타,재직(학),,EM054105,"食客 .3 ,소고기 전쟁 ",허영만,"김영사,", CM594.5허64ㅅv.3c.2
2024-10-28 17:07:41,2024-11-12,일반,2024-12-19,24,기타,기타,재직(학),,EM070152,서른과 마흔 사이  ,오구라 히로시,"토네이도,", 199.6오17ㅅKㅂ
2024-10-28 17:07:42,2024-11-12,일반,2024-12-19,24,기타,기타,재직(학),,EM084062,(프렌즈) 홍콩·마카오  ,전명윤,중앙북스:, 981.23402전34ㅎ
2024-10-29 13:52:43,2024-11-05,일반,2024-11-04 16:54:44,0,기계공학과,학생,재직(학),,EM070278,말테의 수기  ,"릴케, 라이너 마리아",웅진씽크빅 :, 853릴823ㅁKㄱ
2024-10-30 10:40:37,2024-11-06,일반,2024-11-04 12:18:05,0,기계공학과,학생,퇴직(졸업),,EM087064,(나합격)기계설계산업기사 필기:합격족보 & 최신 기출문제 해설집 ,서상욱,"삼원북스,", 551.15077서51ㄱ
2024-10-30 14:34:21,2024-11-06,일반,2024-11-05 10:47:35,0,스마트전기전자공학과,학생,재직(학),,EM084004,국가는 왜 실패하는가 ,"애쓰모글루, 대런","시공사,", 320.189애58ㄱKㅊ
2024-10-30 14:49:10,2024-11-06,일반,2024-10-30 16:49:15,0,전기전자공학과,학생,재직(학),,EM082836,전기산업기사 실기 [2018 교수학습] :22년간(1996~2017년) 기출문제집&동영상  ,검정연구회,"검정연구회,", 560.77검73ㅈ
2024-10-30 15:10:16,2024-11-06,일반,2024-11-13 16:25:42,0,전기전자공학과,학생,재직(학),,EM088335,(참! 쉬움 이론부터 기출문제까지 한 권으로 끝내는) 전기자기학 :알기 쉬운 기본이론 + 상세한 기출문제 해설  ,오우진,"BM성안당,", 427.077오67ㅈv.1
2024-10-31 14:08:35,2024-11-07,일반,2024-11-04 14:50:24,0,전기전자공학과,학생,퇴직(졸업),,EM076843,테오의 여행 .2 :신들과 함께한 여행 ,"Cl&eacute;ment, Catherine","작가정신,", 863클233ㅌKㅇv.2
2024-10-31 14:08:35,2024-11-07,일반,2024-11-04 14:50:25,0,전기전자공학과,학생,퇴직(졸업),,EM076842,테오의 여행 .1 :신들의 세계로 떠나다 ,"Cl&eacute;ment, Catherine","작가정신,", 863클233ㅌKㅇv.1
2024-10-31 14:08:35,2024-11-07,일반,2024-11-04 14:50:25,0,전기전자공학과,학생,퇴직(졸업),,EM065245,흐르는 강물처럼  ,"코엘료, 파울로","문학동네,", 879코63ᄒKㅂ
2024-10-31 14:08:36,2024-11-07,일반,2024-11-04 14:50:26,0,전기전자공학과,학생,퇴직(졸업),,EM075541,미각의 지배 :인간은 두뇌로 음식을 먹는다  ,"앨런, 존","미디어윌,", 900앨233ㅁKㅇc.2
2024-10-31 14:08:36,2024-11-07,일반,2024-11-04 14:50:26,0,전기전자공학과,학생,퇴직(졸업),,EM043008, 굿모닝 밀레니엄 /  , 장회익," 민음사 , ",  900  장95ㄱ 2
2024-10-31 14:08:55,2024-11-07,일반,2024-11-04 14:50:34,0,전기전자공학과,학생,재직(학),,EM047706,"삼국지 3 ,황건적의 최후",허웅,"한국뉴턴 ,", CM823.5허67ㅅv.3
2024-10-31 14:08:55,2024-11-07,일반,2024-11-04 14:50:35,0,전기전자공학과,학생,재직(학),,EM047708,"삼국지 5 ,풍운의 황실",허웅,"한국뉴턴 ,", CM823.5허67ㅅv.5
2024-10-31 14:08:55,2024-11-07,일반,2024-11-04 14:50:35,0,전기전자공학과,학생,재직(학),,EM047707,"삼국지 4 ,유비의 선택",허웅,"한국뉴턴 ,", CM823.5허67ㅅv.4
2024-10-31 14:08:56,2024-11-07,일반,2024-11-04 14:50:36,0,전기전자공학과,학생,재직(학),,EM047704,"삼국지 1 ,도원결의",허웅,"한국뉴턴 ,", CM823.5허67ㅅv.1
2024-10-31 14:08:56,2024-11-07,일반,2024-11-04 14:50:36,0,전기전자공학과,학생,재직(학),,EM047705,"삼국지 2 ,첫싸움",허웅,"한국뉴턴 ,", CM823.5허67ㅅv.2
2024-10-31 15:18:49,2024-11-07,일반,2024-11-11 10:59:38,0,스마트소프트웨어학과,학생,재직(학),,EM088041,(2023 ADsP) 데이터 분석 준전문가 :합격을 위한 완벽 요약집  ,윤종식,Data Edu :, 005.76윤75ㄷc.2
2024-10-31 15:18:50,2024-11-07,일반,2024-11-11 11:00:25,0,스마트소프트웨어학과,학생,재직(학),,EM089071,삼성에서 ERP로 먹고사는 컨설턴트가 알려주는 SAP ,"주호재, 서기준 (지은이)","생능북스,", 325.152주95ㅅ
2024-10-31 15:19:46,2024-11-07,일반,2024-11-01 16:49:12,0,스마트전기전자공학과,학생,재직(학),,DV002323,토카레브[DVD ,"카베자스, 파코","케이디미디어,",DV688.2카43ㅌ
2024-10-31 17:11:55,2024-12-30,일반,2025-01-22 12:41:55,23,산학협력단,교원(전임),재직(학),,EM081020,채식주의자 :한강 연작소설  ,한강,창비 :, 813.6한11ㅊ
2024-10-31 17:11:55,2024-12-30,일반,2025-01-22 12:41:57,23,산학협력단,교원(전임),재직(학),,EM083467,소년이 온다:한강 장편소설 ,한강,"창비,", 813.7한11ㅅc.2
2024-11-01 13:58:41,2024-11-08,일반,2024-11-12 17:18:46,4,기계공학과,학생,재직(학),,EM086341,엔지니어를 위한 선형대수 :철저한 증명을 통해 깊고 확실하게 이해하는 선형대수학  ,"나카이 에쓰지,","위키북스,", 530.1나821ㅇKㄱ
2024-11-01 13:58:42,2024-11-08,일반,2024-11-12 17:18:44,4,기계공학과,학생,재직(학),,EM078977,(MATLAB으로 배우는) 공학수학  ,소상균,"한빛미디어,", 530.1소51ㄱc.2
2024-11-01 16:48:38,2024-11-08,일반,2024-11-14 11:39:02,0,스마트전기전자공학과,학생,재직(학),,EM073569,악의 교전  .1 ,기시 유스케,"느낌이 있는 책,", 833.6기59ㅇKㅎv.1
2024-11-01 16:54:56,2024-11-08,일반,2024-11-08 16:15:30,0,스마트기계공학과,학생,재직(학),,EM064958,"(민음)세계문학전집  .27,다섯째 아이",민음사,"민음사,", 808민68ᄉv.27
2024-11-01 16:54:57,2024-11-08,일반,2024-11-08 16:15:30,0,스마트기계공학과,학생,재직(학),,EM081993,우먼 인 캐빈 10 :루스 웨어 장편소설  ,"웨어, 루스",예담 :, 843.6웨63ㅇKㅇ
2024-11-01 16:54:57,2024-11-08,일반,2024-11-08 16:15:32,0,스마트기계공학과,학생,재직(학),,EM065036,시계태엽 오렌지 ,민음사,"민음사,", 808민68ᄉv.112
2024-11-01 17:03:16,2024-11-08,일반,2024-11-04 11:37:39,0,전기전자공학과,학생,재직(학),,EM085329,나미야 잡화점의 기적:히가시노 게이고 장편소설 ,히가시노 게이고,"현대문학,", 833.6히11ㄴKㅇc.2
2024-11-04 11:45:09,2024-11-11,일반,2024-11-18 13:44:27,0,전기전자공학과,학생,재직(학),,EM078663,한여름의 방정식 ,히가시노 게이고,"재인,", 833.6히11ㅎKㅇ
2024-11-04 11:45:09,2024-11-11,일반,2024-11-18 13:44:26,0,전기전자공학과,학생,재직(학),,EM041370,모순 / ,양귀자," 살림 ,", 813.6양17ㅁ
2024-11-04 12:35:27,2024-11-19,일반,2024-12-24 10:01:36,0,입학학생처(입학),직원,재직(학),,EM089074,모두의 금리:흔들리는 부의 공식과 금리의 황금 비밀 ,조원경,"에프엔미디어,", 327.4조67ㅁ
2024-11-04 12:36:49,2024-11-19,일반,2024-12-12,8,입학학생처(학생),직원,재직(학),,EM083181,소년이 온다:한강 장편소설 ,한강,"창비,", 813.7한11ㅅ
2024-11-04 12:59:55,2024-11-11,일반,2024-11-05 12:39:47,0,기계공학과,학생,재직(학),,EM075131,나미야 잡화점의 기적 :히가시노 게이고 장편소설  ,히가시노 게이고,"현대문학,", 833.6히11ㄴKㅇ
2024-11-04 13:04:55,2024-11-11,일반,2024-11-18 12:53:54,0,전기전자공학과,학생,휴직(학),,EM077003,(최준식 교수의 삶과 죽음 이야기)죽음학 개론  ,최준식,"모시는사람들,", 001.3최77ㅈv.1
2024-11-04 13:04:56,2024-11-11,일반,2024-11-18 12:53:55,0,전기전자공학과,학생,휴직(학),,EM076490,"(문학동네)세계문학전집  .78,몰락하는 자",문학동네,"문학동네,", 808문91ㅁv.78
2024-11-04 13:51:20,2024-11-11,일반,2024-11-08 11:11:02,0,전기전자공학과,학생,퇴직(졸업),,EM080152,"(민음)세계문학전집  .77,1984",민음사,"민음사,", 808민68ᄉv.77c.2
2024-11-04 14:10:42,2024-11-11,일반,2024-11-11 11:41:47,0,스마트기계공학과,학생,재직(학),,EM087030,(2022)위험물기능사:필기+실기+무료동영상 .[1],박진원,"구민사,", 530.98077박79ㅇv.1
2024-11-04 14:52:21,2024-11-11,일반,2024-11-07 17:33:25,0,전기전자공학과,학생,재직(학),,EM047710,"삼국지 7 ,의병 연합군",허웅,"한국뉴턴 ,", CM823.5허67ㅅv.7
2024-11-04 14:52:22,2024-11-11,일반,2024-11-07 17:33:25,0,전기전자공학과,학생,재직(학),,EM047711,"삼국지 8 ,암투의 시작",허웅,"한국뉴턴 ,", CM823.5허67ㅅv.8
2024-11-04 14:52:22,2024-11-11,일반,2024-11-07 17:33:24,0,전기전자공학과,학생,재직(학),,EM047709,"삼국지 6 ,동탁과 조조",허웅,"한국뉴턴 ,", CM823.5허67ㅅv.6
2024-11-04 14:52:22,2024-11-11,일반,2024-11-07 17:33:25,0,전기전자공학과,학생,재직(학),,EM047712,"삼국지 9 ,손견의 운명",허웅,"한국뉴턴 ,", CM823.5허67ㅅv.9
2024-11-04 14:52:22,2024-11-11,일반,2024-11-07 17:33:24,0,전기전자공학과,학생,재직(학),,EM047713,"삼국지 10 ,절세 미녀 초선",허웅,"한국뉴턴 ,", CM823.5허67ㅅv.10
2024-11-04 14:52:41,2024-11-11,일반,2024-11-07 17:33:34,0,전기전자공학과,학생,퇴직(졸업),,EM066941,심야식당  .1 ,Abe Yaro,"미우,",CM833.6A147ㅅKㅈv.1
2024-11-04 14:52:42,2024-11-11,일반,2024-11-07 17:33:34,0,전기전자공학과,학생,퇴직(졸업),,EM068522,심야식당  .5 ,Abe Yaro,"미우,", CM833.6A147ㅅKㅈv.5
2024-11-04 14:52:42,2024-11-11,일반,2024-11-07 17:33:34,0,전기전자공학과,학생,퇴직(졸업),,EM066942,심야식당  .2 ,Abe Yaro,"미우,",CM833.6A147ㅅKㅈv.2
2024-11-04 14:52:43,2024-11-11,일반,2024-11-07 17:33:34,0,전기전자공학과,학생,퇴직(졸업),,EM066943,심야식당  .3 ,Abe Yaro,"미우,", CM833.6A147ㅅKㅈv.3
2024-11-04 14:52:43,2024-11-11,일반,2024-11-07 17:33:35,0,전기전자공학과,학생,퇴직(졸업),,EM067072,심야식당  .4 ,Abe Yaro,"미우,", CM833.6A147ㅅKㅈv.4
2024-11-04 15:41:17,2025-01-03,일반,2024-11-22 15:21:07,0,기계공학과,교원(전임),재직(학),,EM089095,AI 로봇 세계에서 살아남기 .1,곰돌이 co.,"MiraeN 아이세움,",CM408곰225a
